,id,Торг_точка_чистый_адрес
5549,5549,"батайск, энгельса, 35"
5550,5550,"344082 г. ростов на дону,ул.береговая,8 оф.1504"
5551,5551,"г.таганрог,котластроительный 25/1 кондитерский ириска"
5552,5552,346480 рост.обл. р.п.каменоломни(октябрьский р-н) ул. им. крупский д. 59 а
5553,5553,344092 г ростов-на-дону ул добровольский 5а м-н продукт
5554,5554,"х.красновка, ул.железнодорожная, м-н 54"
5555,5555,"х.нижнемитякин, ул.правобережная, 66"
5556,5556,"346130 г.миллерово,ул.3 интернационала33"
5557,5557,"ул. комаров 24, м-н ""доступный коллекция"""
5558,5558,-
5559,5559,"г.новочеркасск, ул.горького, 23а"
5560,5560,"г.новочеркасск, ул.мацоты, 32"
5561,5561,"г.ростов -на-дону, ул. комсомольская,3"
5562,5562,горький 199
5563,5563,-
5564,5564,"г.таганрог, ул.транспортная, 1"
5565,5565,-
5566,5566,346130 рф ростовский обл г миллерово ул 3-й интернационал 33
5567,5567,-
5568,5568,"с.кагальник, ул.пролетарская, 82"
5569,5569,"с.кагальник, ул.пролетарская, 82"
5570,5570,"г.ростов н/д, ул.турмалиновская, 85"
5571,5571,"344010, г. ростов-на-дону, пр. ворошиловский, 91/1"
5572,5572,варфоламеев 264/110
5573,5573,"г.ростов-на-дону, ул.варфоломеев 264/110"
5574,5574,"344011 г.ростов-на-дону ул.башкирская, 14"
5575,5575,"ооо ""онис"" ул.социалистическая,114-116/22"
5576,5576,347800 ростовский обл г каменск-шахтинский ул герой пионер далее 25
5577,5577,"347800, ростовский обл., г. каменск-шахтинский, ул. герой пионер д. 25"
5578,5578,"ростов н/д, вавилова, 70"
5579,5579,"филиал ооо ""пивоваренный компания ""балтика"", г.ростов-на-дону,ул. доватора146""а"""
5580,5580,-
5581,5581,"г.ростов-на-дону,пр.40 год победы,67/2"
5582,5582,-
5583,5583,-
5584,5584,"344041, г. ростов-на-дону, ул. ленточная, 1"
5585,5585,"346130 ростовский обл.,г.миллерово,ул. 3 интернационала,33"
5586,5586,"ооо ""ридер"" ул.садовый 11 г.аксай"
5587,5587,-
5588,5588,г ростов-на-дону ул лермонтовский 89а
5589,5589,г ростов-на-дону ул лермонтовский 89а
5590,5590,-
5591,5591,-
5592,5592,344009 г ростов-на-дону ул зелёный 27а
5593,5593,"344009, г. ростов-на-дону, ул. зеленая, 27а"
5594,5594,"ооо ""таганрогский торговый компания"",347902рост.обл.г.таганрог, николаевский ш1/1"
5595,5595,"аксай, ул. садовый 22а"
5596,5596,"г.ростов-на-дону, ул.штахановского, 21/3"
5597,5597,-
5598,5598,"ооо ""фирма орбита"", 3477800,ростовский обл., г.каменск-шахтинский, ул.герой пионеров, 25"
5599,5599,"г.ростов н/д, социалистическая, 127"
5600,5600,"г.азов, пер.колонтаевский, 141"
5601,5601,"ооо тд ""император"",346330,рост.обл.,г.донецк,ул.горького,67"
5602,5602,кагальницкий
5603,5603,кагальницкий
5604,5604,кагальницкий
5605,5605,кагальницкий
5606,5606,"ооо ""торговый дом ""охотник"",г. ростов-на-дону, ул. кущевская, 41/229"
5607,5607,"ростовский обл., п.орловский, ул. степная, 16"
5608,5608,"ростовский обл., п.орловский, ул. степная, 16"
5609,5609,"347800,г. каменск-шахтинский, ул. ворошилов 5"
5610,5610,"344002, г. ростов-на-дону, ул. м. горького, 143"
5611,5611,"344002, г. ростов-на-дону, ул. м. горького, 143"
5612,5612,"344002, г. ростов-на-дону, ул. м. горького, 143"
5613,5613,"344002, г. ростов-на-дону, ул. м. горького, 143"
5614,5614,"344002, г. ростов-на-дону, ул. м. горького, 143"
5615,5615,"344002, г. ростов-на-дону, ул. м. горького, 143"
5616,5616,"344002, г. ростов-на-дону, ул. м. горького, 143"
5617,5617,"пешковский спо, с.пешково, пер.октябрьский, 1б"
5618,5618,"пешковский спо,головатовка, пер.октябрьский, 20а"
5619,5619,"пешковский спо,головатовка, ул.красноармейская, 21"
5620,5620,"с.головатовка, ул.красноармейская, 21"
5621,5621,"г.новошахтинск, ц. рынок"
5622,5622,"ростов н/д, пр-т сельмаш, 15б, рынок"
5623,5623,г.азов
5624,5624,-
5625,5625,-
5626,5626,-
5627,5627,-
5628,5628,-
5629,5629,"г батайск ""хитрый рынок"""
5630,5630,"г.батайск, ""хитрый рынок"""
5631,5631,"г.батайск, ""хитрый рынок"""
5632,5632,"г.батайск, ""хитрый рынок"""
5633,5633,"г.батайск, ""хитрый рынок"""
5634,5634,"г.батайск, ""хитрый рынок"""
5635,5635,"г.батайск, ""хитрый рынок"""
5636,5636,"г.батайск, ""хитрый рынок"""
5637,5637,"г.батайск, ""хитрый рынок"""
5638,5638,"г.батайск, ""хитрый рынок"""
5639,5639,"г.батайск, ""хитрый рынок"""
5640,5640,-
5641,5641,-
5642,5642,г сальск
5643,5643,-
5644,5644,-
5645,5645,-
5646,5646,-
5647,5647,-
5648,5648,-
5649,5649,-
5650,5650,ж
5651,5651,ж
5652,5652,"ооо ""торговый дом ""охотник""344002,г. ростов-на-дону, пр-т ворошиловский, 25/107"
5653,5653,"г. батайск, ул. комарова, 131 а"
5654,5654,"г. батайск, ул. комарова, 131 а"
5655,5655,"г. батайск, ул. комарова, 131 а"
5656,5656,"г. батайск, ул. комарова, 131 а"
5657,5657,"г. батайск, ул. комарова, 131 а"
5658,5658,"г. батайск, ул. комарова, 131 а"
5659,5659,"г.азов, рынок"
5660,5660,"г.азов, рынок"
5661,5661,"г.азов, рынок"
5662,5662,"г.азов, рынок"
5663,5663,"г.азов, рынок"
5664,5664,-
5665,5665,-
5666,5666,"азовский р-он. с.кагальник, ул. советский 52а."
5667,5667,"азовский р-он. с.кагальник, ул. советский 52а."
5668,5668,"азовский р-он. с.кагальник, ул. советский 52а."
5669,5669,"азовский р-он. с.кагальник, ул. советский 52а."
5670,5670,"азовский р-он. с.кагальник, ул. советский 52а."
5671,5671,-
5672,5672,"куйбышево, ул.театральная, 25"
5673,5673,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5674,5674,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5675,5675,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5676,5676,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5677,5677,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5678,5678,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5679,5679,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5680,5680,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5681,5681,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5682,5682,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5683,5683,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5684,5684,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5685,5685,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5686,5686,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5687,5687,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
5688,5688,"с.андреево-милентьево, ул.победы, 30а"
5689,5689,"ооо ""солнечный круг"", 346880, россия, ростовский обл., г. батайск, р-н северный массив, 7-в,инна 6166056087, кпп 614145002"
5690,5690,"ооо""солнечный круг""344006,россия, ростовский обл., г.ростов-на-дону, просп.ворошиловский, 18/18, инна 6166056087,кпп 616345001"
5691,5691,"ооо""солнечный круг""344019,россия, ростовский обл., г.ростов-на-дону, ул.мясникова,д.54/34/41,инна 6166056087, кпп 616732001"
5692,5692,"ооо""солнечный круг""344020,россия, ростовский обл., г.ростов-на-дону,пр.20 год октября, 79-б,инна 6166056087, кпп 616632002"
5693,5693,"ооо""солнечный круг""344020,россия, ростовский обл., г.ростов-на-дону,пр.шолохов 45/2,инна 6166056087, кпп 616654004"
5694,5694,"ооо""солнечный круг""344023,россия, ростовский обл., г.ростов-на-дону, пер.богучарский,37инна 6166056087, кпп 616601001"
5695,5695,"ооо""солнечный круг""344072,россия, ростовский обл., г.ростов-на-дону, пр.40-летие победы,д.63д,инна 6166056087, кпп 616745001"
5696,5696,"ооо""солнечный круг""344095, россия,ростовскаяобл., г.ростов-на-дону, ул.лелюшенко, 7б,инна 6166056087, кпп 616645003"
5697,5697,"ооо""солнечный круг""344113, россия,ростовский обл.,г.ростов-на-дону, пр.космонавт №34,инна 6166056087, кпп 616145003"
5698,5698,"ооо""солнечный круг""346880, россия, ростовский обл. г.батайск ул.киров 13,инна 6166056087, кпп 614145001"
5699,5699,-
5700,5700,1
5701,5701,-
5702,5702,1
5703,5703,-
5704,5704,-
5705,5705,1
5706,5706,1
5707,5707,-
5708,5708,-
5709,5709,-
5710,5710,-
5711,5711,б/а
5712,5712,б/а
5713,5713,344069 г ростов-на-дону ул огановый 33
5714,5714,-
5715,5715,б/а
5716,5716,г батайск ул воровской 55
5717,5717,"352900,россия,краснодарский кр, г армавир,с/т ""заря востока"", 676"
5718,5718,"352900,россия,краснодарский кр, г армавир,с/т ""заря востока"", 676"
5719,5719,"352900,россия,краснодарский кр, г армавир,с/т ""заря востока"", 676"
5720,5720,"352900,россия,краснодарский кр, г армавир,с/т ""заря востока"", 676"
5721,5721,"г. новороссийск, ул. алексеева, 22"
5722,5722,-
5723,5723,-
5724,5724,г ростов-на-дону станиславский 100
5725,5725,"с успенское,уть советский 57"
5726,5726,"краснодарский кр., ст. старощербиновская, ул. ленина, 32"
5727,5727,г.ростов-на-дону ул.волков 3/3
5728,5728,"г.ростов-на-дону,ул.космонавтов, 4"
5729,5729,"г.аксай, луначарский 80"
5730,5730,-
5731,5731,-
5732,5732,-
5733,5733,-
5734,5734,г ростов-на-дону ул доватор 137
5735,5735,г ростов-на-дону ул международный 57
5736,5736,-
5737,5737,г.анапа ул.чехов 16
5738,5738,г анапа ул чехов 16
5739,5739,г анапа ул гребенский 117 а м-н ассорти
5740,5740,-
5741,5741,г таганрог ул восточный 41
5742,5742,г.таганрог ул.восточный 41
5743,5743,"г.краснодар, пр. репина, 5"
5744,5744,-
5745,5745,г ростов-на-дону ул ерёменко 60/10 м-н молоко
5746,5746,г ростов н/д пр космонавт 9(магазинмолоко)
5747,5747,-
5748,5748,"г.ростов-на-дону. ул. 5-й линия, 2"
5749,5749,г ростов-на-дону ул 45-я линия 13/87
5750,5750,г.ростов-на-дону ул.45-я линия 13/87
5751,5751,г.ростов-на-дону пр.космонавт 1/26
5752,5752,г. ростов-на-дону ул.петрошевский 36
5753,5753,"пос.ясный, кагальницкий шоссе, 11"
5754,5754,-
5755,5755,-
5756,5756,-
5757,5757,азовский р-он с кулешовка ул азовский
5758,5758,-
5759,5759,г аксай ул чапаев 173
5760,5760,-
5761,5761,г краснодар ул уральский 116 рынок гарант
5762,5762,-
5763,5763,-
5764,5764,г.новочеркасск ул.баклановский 80
5765,5765,-
5766,5766,-
5767,5767,-
5768,5768,"азовский р-он с.круглый ул.мира, 73 (школа)"
5769,5769,-
5770,5770,1
5771,5771,-
5772,5772,г ростов-на-дону ул комаров 20/2
5773,5773,-
5774,5774,г ростов-на-дону газетный 39а
5775,5775,"г.ростов-на-дону, газетный,39"
5776,5776,-
5777,5777,г.ростов/дон горький 31
5778,5778,"г.ростов/дон горького,31"
5779,5779,-
5780,5780,г.ростов-на-дону ул.19-я линия д.53
5781,5781,г.шахта пр.победа революция 128
5782,5782,"299014, г.севастополь, пр. гер.сталинграда, 27"
5783,5783,-
5784,5784,"ро, с.тюльпан пер.центральный 7, м-н ""ангелина"""
5785,5785,"353250,краснодар.кр.,ст.новодмитриевская,ул.горького, 96"
5786,5786,г батайск коммунистический 86
5787,5787,-
5788,5788,-
5789,5789,-
5790,5790,г ростов-на-дону ул 40 год победа 67/2
5791,5791,г ростов-на-дону ул м горький далее 28/41
5792,5792,"г. ростов-на-дону, ул 40 год победы, 67/2"
5793,5793,-
5794,5794,-
5795,5795,г ростов/дон ул социалистический 74
5796,5796,г.ростов/дон ул. социалистический 74
5797,5797,"г.ставрополь, ул.лермонтова, 121"
5798,5798,-
5799,5799,-
5800,5800,-
5801,5801,-
5802,5802,"г.ростов-на-дону, ул. ульяновский 41\газетный 13"
5803,5803,г новочеркасск бердичевский 8
5804,5804,-
5805,5805,г.шахта пер.шишкин 153 а
5806,5806,-
5807,5807,-
5808,5808,-
5809,5809,-
5810,5810,385000 адыгея респ майкоп г пролетарский ул. 210; центр. рынок
5811,5811,-
5812,5812,г.таганрог ул.ленин 224
5813,5813,-
5814,5814,г новороссийск ул вруцкой 8
5815,5815,-
5816,5816,г.новороссийск ул.волгоградский 44
5817,5817,-
5818,5818,г.новороссийск ул. молодёжный 28 а
5819,5819,"г.новороссийск, ул. молодежная, 28 а"
5820,5820,-
5821,5821,г.новороссийск ул.южный 21
5822,5822,-
5823,5823,-
5824,5824,-
5825,5825,-
5826,5826,-
5827,5827,-
5828,5828,-
5829,5829,-
5830,5830,г темрюк ул бувино 173
5831,5831,"г. темрюк, ул. бувина, 173"
5832,5832,-
5833,5833,г. азов ул. ленин 10
5834,5834,-
5835,5835,-
5836,5836,г темрюк ул ленин терлецкий р-к место №30
5837,5837,г ростов-на-дону пр сельмаш 11
5838,5838,-
5839,5839,г.ростов-на-дону пр.сельмаш 11
5840,5840,-
5841,5841,-
5842,5842,-
5843,5843,"темрюкский р-н п приморский ул 255 таманский дивизия 44 маг ""у степан"
5844,5844,"г.таганрог, ул. выгонный"
5845,5845,-
5846,5846,-
5847,5847,-
5848,5848,рнд ул. 20я линия 76/88
5849,5849,1
5850,5850,-
5851,5851,г ростов-н-д ул оборона 77
5852,5852,г.ростов-н-д ул .оборона 77
5853,5853,г азов ул ленинградский 80
5854,5854,-
5855,5855,-
5856,5856,г ростов-на-дону ул погодин 20/43
5857,5857,г батайск ул комсомольский 74
5858,5858,-
5859,5859,г.батайск цимлянское/литовский
5860,5860,-
5861,5861,-
5862,5862,-
5863,5863,-
5864,5864,"г.армавир, ул .ефремова, 101"
5865,5865,-
5866,5866,г аксай пл герой ул советский 1/а
5867,5867,г ростов-на-дону 6-й линия 22
5868,5868,"г.ростов-на-дону, 6-й линия, 22"
5869,5869,-
5870,5870,"г. ростов-на-дону, ул. вятский 47,пав. ""хлеб"""
5871,5871,-
5872,5872,"г.азов, ул. мир 19/31"
5873,5873,г азов ул киров 131б
5874,5874,-
5875,5875,г.азов ул.киров 131б
5876,5876,"г константиновск ул комсомольский 107 маг ""продукты"""
5877,5877,-
5878,5878,г ростов-на-дону жк суворовский ул платон клясть 1
5879,5879,-
5880,5880,-
5881,5881,-
5882,5882,-
5883,5883,-
5884,5884,-
5885,5885,-
5886,5886,-
5887,5887,-
5888,5888,г.анапа п.сукко ул.центральный 2
5889,5889,г.анапа с.варваровка ул.калинин 73
5890,5890,г анапа п сукко ул советский 103 б
5891,5891,-
5892,5892,-
5893,5893,"г.ростов-на-дону, можайский 38/1"
5894,5894,аксайский р-н п российский ул молодёжный 73
5895,5895,г батайск ул ленинградский 165
5896,5896,-
5897,5897,1
5898,5898,ро г семикаракорск ул авилов (пикет 4)
5899,5899,"ро, г. семикаракорск, ул. авилов (пикет 4)"
5900,5900,-
5901,5901,г. ростов/дон ул. фасадный 99
5902,5902,г. ростов/дон ул.орский 58
5903,5903,г.ростов-на-дону пр.космонавт 34 а
5904,5904,-
5905,5905,г.анапа ул.ленин 15
5906,5906,-
5907,5907,-
5908,5908,-
5909,5909,-
5910,5910,-
5911,5911,-
5912,5912,р/д ул немирович-данченко 78/6
5913,5913,-
5914,5914,"350072 г краснодар ул они 40 год победа далее 34 тц ""оскар"""
5915,5915,-
5916,5916,г краснодар ул клара лучко 12 м-н фреш
5917,5917,темрюкский р-н х белый дружба 37
5918,5918,"темрюкский р-н, х белый, дружба 37"
5919,5919,-
5920,5920,кагальницкий шоссе 11
5921,5921,"кагальницкий шоссе, 11"
5922,5922,-
5923,5923,-
5924,5924,г аксай пос реконструктор ул транспортный 12
5925,5925,с пешковый ул к маркс 35а
5926,5926,-
5927,5927,-
5928,5928,г.таганрог ул.бакинский 8
5929,5929,-
5930,5930,-
5931,5931,г.ростов-на-дону ул.волков 3/4
5932,5932,-
5933,5933,-
5934,5934,б/а
5935,5935,-
5936,5936,-
5937,5937,-
5938,5938,г краснодар ул просторный 11
5939,5939,"г. краснодар, ул.просторный 11"
5940,5940,-
5941,5941,ро пос мартыновка ул ковалёв 106
5942,5942,ро пос.мартыновка ул. ковалёв 106
5943,5943,-
5944,5944,-
5945,5945,ро г константиновск ул коммунистический 85
5946,5946,-
5947,5947,"ро, г.константиновск, ул. топилина, 37"
5948,5948,-
5949,5949,-
5950,5950,г симферополь ул они герой сталинград далее 35 кв 50
5951,5951,-
5952,5952,-
5953,5953,г батайск ул м горький 532(маг слобода)
5954,5954,-
5955,5955,-
5956,5956,г таганрог ул петровский 6
5957,5957,-
5958,5958,-
5959,5959,-
5960,5960,б/а
5961,5961,394031 г воронеж ул грамшить далее 70
5962,5962,-
5963,5963,-
5964,5964,-
5965,5965,"ейский р-он,ст.старощербиновский ул.чкалов 109"
5966,5966,-
5967,5967,3533456 россия краснодарский кр г анапа пионерский пр-т 255/2
5968,5968,анапский р-н п.супсех ул.советский 55
5969,5969,-
5970,5970,"358014, г.элиста, 8 микрор-н, маг.""универсам"""
5971,5971,-
5972,5972,"г. ростов-на-дону, ул. семашко 85"
5973,5973,-
5974,5974,"г.каменск-шахтинский, ул. гагарин 71 а"
5975,5975,г ростов-на-дону ул мачтовый 3
5976,5976,г.ростов-на-дону ул.литвинов 28
5977,5977,-
5978,5978,"г.ростов-на-дону, ул.соколова, 39"
5979,5979,-
5980,5980,г новороссийск с мысхако ул изумрудный 61
5981,5981,-
5982,5982,"г. таганрог, пер. 7й новый, 98"
5983,5983,"г. таганрог, пер. 7й новый, 98"
5984,5984,-
5985,5985,г.ростов-на-дону ул.жуков 30/95
5986,5986,1
5987,5987,-
5988,5988,капустин 26\1
5989,5989,-
5990,5990,б/а
5991,5991,-
5992,5992,-
5993,5993,-
5994,5994,-
5995,5995,"г.азов, ул.толстой"
5996,5996,-
5997,5997,-
5998,5998,-
5999,5999,б\а
6000,6000,азовский р-он с кагальник ул киров 34
6001,6001,-
6002,6002,"г. азов, центральный р-к, сектор 7,м. 59 (круп мешками)"
6003,6003,г ростов-на-дону ул оборона 32
6004,6004,-
6005,6005,"староминский р-он, ст.староминский ул.киров 154 б"
6006,6006,с самарский зелёный гай ул жданов 63
6007,6007,-
6008,6008,ро семик.р-н п.мечётный ул.октябрьский 20 а
6009,6009,-
6010,6010,-
6011,6011,"г. керчь,ул. советский 4, маг. здоровый питание"
6012,6012,-
6013,6013,"г. батайск, северный 3/9 /маг. белый лотос/"
6014,6014,-
6015,6015,-
6016,6016,"г.новороссийск, ул.герой десантников,2, южный р-к,пав.5, место 10"
6017,6017,-
6018,6018,-
6019,6019,-
6020,6020,-
6021,6021,-
6022,6022,-
6023,6023,-
6024,6024,-
6025,6025,"357500, ск, г.пятигорск ул.захаров 8"
6026,6026,-
6027,6027,"г.азов, ц.рынок,з стекло"
6028,6028,г батайск ул сальский далее 44
6029,6029,г.батайск ул.сальский д.44
6030,6030,г.батайск ул.горький 720
6031,6031,-
6032,6032,г аксай ул советский
6033,6033,"г.таганрог, ул. менделеев 117/3"
6034,6034,г.ростов-на-дону пр. кировский 57
6035,6035,г.семикаракорск 18-й переулок 36
6036,6036,г ростов-на-дону ул штахановский 9
6037,6037,-
6038,6038,"г. таганрог, ул. дзержинский 191, маг. ""чайный лавка"""
6039,6039,г.азов ул победа 3
6040,6040,г новороссийск пр-т ленин 107
6041,6041,1
6042,6042,краснодарский край г анапа ул кавказский 47
6043,6043,"г. сальск, ул. димитрова, 56"
6044,6044,-
6045,6045,-
6046,6046,-
6047,6047,-
6048,6048,-
6049,6049,-
6050,6050,-
6051,6051,-
6052,6052,-
6053,6053,г.таганрог ул.петровский 55 а
6054,6054,-
6055,6055,г азов ул ленин 130
6056,6056,"г.азов, ул.севостопольская, 71"
6057,6057,-
6058,6058,г ростов-на-дону вересаев 105/3
6059,6059,-
6060,6060,г азов ул московский 104
6061,6061,-
6062,6062,-
6063,6063,ба
6064,6064,"ро, ремонтненский р-н.,с.ремонтный ул.октябрьский 89, м-н""атлант"""
6065,6065,-
6066,6066,-
6067,6067,-
6068,6068,-
6069,6069,-
6070,6070,"г ростов-на-дону,чехов 9"
6071,6071,-
6072,6072,-
6073,6073,"г астрахань, ул марфинский 15"
6074,6074,г азов маяковский 28
6075,6075,-
6076,6076,-
6077,6077,г батайск 50-год октябрь 220
6078,6078,г батайск ул садовый 56
6079,6079,г. батайск ул. садовый 56
6080,6080,темрюкский р-н пос стрелка ул чапаев 12 а
6081,6081,-
6082,6082,-
6083,6083,пос.стрелка ул.ленин 4а
6084,6084,-
6085,6085,г.таганрог ул.дзержинский 142 б
6086,6086,"г.таганрог, ул.октябрьская, 44/3, м-н ""лазурный"""
6087,6087,-
6088,6088,-
6089,6089,-
6090,6090,-
6091,6091,-
6092,6092,-
6093,6093,-
6094,6094,-
6095,6095,"353970, г. новороссийск, п. верхнебаканский, ул. титан, 1"
6096,6096,г.ростов-на-дону ул. авиаматорный 9 а
6097,6097,г ростов-на-дону г 40-год победа 97
6098,6098,-
6099,6099,-
6100,6100,-
6101,6101,г.таганрог ул.инструментальный 43 а
6102,6102,г ростов-н-д комаров 11
6103,6103,г.ростов-н-д комаров 11
6104,6104,"г.ростов-н-д, комарова, 11"
6105,6105,-
6106,6106,-
6107,6107,г.батайск ул.луначарский 70 а/комсомольский
6108,6108,-
6109,6109,-
6110,6110,г батайск ул воровской 61
6111,6111,-
6112,6112,-
6113,6113,-
6114,6114,г новочеркасск харьковский шоссе 4б
6115,6115,-
6116,6116,г новочеркасск ул 26 бакинский комисаров 2
6117,6117,"г.новочеркасск, харьковский шоссе, 4б"
6118,6118,"г таганрог, ул маршал жуков 55"
6119,6119,-
6120,6120,"г.ростов-на-дону,ул.врубовый 36"
6121,6121,г.ростов-на-дону ул. стабильный 9
6122,6122,-
6123,6123,-
6124,6124,"ст. старощербиновская, ул. радищева, 38"
6125,6125,-
6126,6126,-
6127,6127,-
6128,6128,г.ростов-на-дону пр.соколов 62
6129,6129,азовский р-н с займообрыв ул морской 106
6130,6130,азовский р-н с.займообрыв ул.морской 106
6131,6131,-
6132,6132,-
6133,6133,-
6134,6134,350080 краснодарский край краснодар г уральский ул 95
6135,6135,г.ростов-на-дону пер.гарнизонный 3
6136,6136,г ростов-на-дону ул красноармейский 266/57
6137,6137,-
6138,6138,-
6139,6139,-
6140,6140,г.ростов\н\д.ул.орбитальный 74
6141,6141,г ростов-на-дону ул орбитальный 76
6142,6142,-
6143,6143,-
6144,6144,-
6145,6145,"с.самарское, ул. к.маркс 93"
6146,6146,краснодарский кр ст староминский ул мир-калинин
6147,6147,г.аксай ул.гулаева/толпинский 98
6148,6148,г белый калитва ул энгельс 21
6149,6149,г белый калитва ул энгельс 21
6150,6150,-
6151,6151,г геленджик ул новороссийский 158
6152,6152,аксайский р-н садовый тов дружба
6153,6153,-
6154,6154,-
6155,6155,"г. ростов-на-дону, ул. днепровская, 5"
6156,6156,-
6157,6157,-
6158,6158,-
6159,6159,г.таганрог ул.большой проспект 40 кв15
6160,6160,-
6161,6161,-
6162,6162,б/а
6163,6163,-
6164,6164,-
6165,6165,-
6166,6166,г аксай ул коминтерн далее 139 б
6167,6167,-
6168,6168,-
6169,6169,г ростов-на-дону ул тупалевый 9а
6170,6170,"г.ростов-на-дону, ул.тупалевый 9а"
6171,6171,г ростов-на-дону ул курчатов 60
6172,6172,г азов ул инзенский 3 г
6173,6173,г.азов ул.инзенский 3 г
6174,6174,"107228, г.москва, ул.новорязанская,д № 12"
6175,6175,-
6176,6176,"г.ростов-на-дону, (рост.море), грациозная, 2а"
6177,6177,-
6178,6178,г. аксай ул. садовый 2
6179,6179,"г.аксай. ул .садовая, 12"
6180,6180,"г.аксай, ул.садовая, 26"
6181,6181,г аксай ул садовый 2
6182,6182,г. аксай ул. садовый 2
6183,6183,-
6184,6184,рост обл г аксай ул платов 70
6185,6185,г ростов-на-дону ул 1-й конный 1
6186,6186,-
6187,6187,-
6188,6188,-
6189,6189,-
6190,6190,г ростов-на-дону ул нагибин 57
6191,6191,г.ростов-на-дону ул.нагибин 57
6192,6192,-
6193,6193,"г.ростов-на-дону, ул. орбитальный 70/3"
6194,6194,-
6195,6195,-
6196,6196,"г. ростов-на-дону, ул. киргизская, 33/34"
6197,6197,-
6198,6198,-
6199,6199,-
6200,6200,-
6201,6201,-
6202,6202,-
6203,6203,-
6204,6204,-
6205,6205,-
6206,6206,г новороссийск ул берюзов 3
6207,6207,-
6208,6208,-
6209,6209,-
6210,6210,ро с кулешовка ул пролетарский 35/37
6211,6211,-
6212,6212,г.азов пер.некрасов 30
6213,6213,"каневский р-он, ст.новоминский ул.береговой 134"
6214,6214,"каневский р-н, ст.новоминский ул.черноморский 47 б м-н""ирсана"""
6215,6215,-
6216,6216,-
6217,6217,-
6218,6218,г.ростов-на-дону ул.вяземцев 58
6219,6219,г.ростов/дон ул.ерёменко 87/2
6220,6220,г батайск ул речной 2-й 5 а
6221,6221,"г.батайск, ул. энгельса,35"
6222,6222,-
6223,6223,-
6224,6224,"360000, кбр, г нальчик, ул киров 320"
6225,6225,-
6226,6226,р/д ул. немирович-данченко 78/6
6227,6227,с.пешковый ул.к.маркс 35а
6228,6228,-
6229,6229,-
6230,6230,г ростов-на-дону ул вавилов 6/1
6231,6231,-
6232,6232,п.головатовка ул. будённый 100 б
6233,6233,-
6234,6234,г.ейск ул.мичурин 4
6235,6235,механизатор 5
6236,6236,-
6237,6237,-
6238,6238,механизатор 5
6239,6239,-
6240,6240,г славянск-на-кубань ул отдельский 324/4
6241,6241,-
6242,6242,-
6243,6243,"г.батайск, ул. кулагина, 1/2"
6244,6244,-
6245,6245,-
6246,6246,-
6247,6247,-
6248,6248,-
6249,6249,г ростов-на-дону ул космонавт 17
6250,6250,-
6251,6251,-
6252,6252,-
6253,6253,"г.ставрополь, ул.пирогова,54ть"
6254,6254,г ростов-нд комаров 16
6255,6255,"г.ростов-нд, комарова, 16"
6256,6256,г ростов-на-дону ул муравьёв 37
6257,6257,г.ростов-на-дону ул.муравьёв 37
6258,6258,-
6259,6259,-
6260,6260,-
6261,6261,г батайск комаров 127
6262,6262,-
6263,6263,-
6264,6264,-
6265,6265,-
6266,6266,"г. азов, ул. западная, 4"
6267,6267,-
6268,6268,"г. азов, ул. западная, 4"
6269,6269,г азов ул западный 4
6270,6270,г. азов ул. западный 4
6271,6271,г ростов-на-дону пр нагибин 51/82
6272,6272,-
6273,6273,-
6274,6274,"темрюкский р-н, пос.приморский, ул.ленина, 6"
6275,6275,-
6276,6276,-
6277,6277,ро семикаракорский р-он х.топилина пер.зелёный 7
6278,6278,г.белый калитва ул.будёный 7 в
6279,6279,г белый калитва ул будёный 7 в
6280,6280,-
6281,6281,-
6282,6282,-
6283,6283,-
6284,6284,-
6285,6285,г.ростов-на-дону ул.думенко 15
6286,6286,"ейский р-н,ст.старощербиновская,ул.первомайская130,м.""перекресток"""
6287,6287,г.таганрог пер.б. садовый 35
6288,6288,-
6289,6289,г геленджик ул грибоедов 60 а
6290,6290,-
6291,6291,г ростов-на-дону пр чехов 31
6292,6292,"кущёвский р-н, ст.кущёвский ул.привокзальный 65 б"
6293,6293,механизатор 5
6294,6294,-
6295,6295,-
6296,6296,"кущёвский р-он, ст. кущевская, военный городок, м-н ""надежда"""
6297,6297,"344113,г. ростов-на-дону, ул космонавт 11"
6298,6298,-
6299,6299,-
6300,6300,"с.самарское, ул.ленин 50"
6301,6301,-
